41507;0;9.863076;0;0;0.000667;0.158132;0.020885;0.033397;311.48999;339.994904;0.980333;78.949989;99.660141;16.78117;18.899998;17.800001;14.800001
41507;0.006944444;9.8295;0;0;0.054833;0.186;0.006;0.112;314.247986;340.939758;0.942;64.820015;100;16.675671;18.899998;17.800001;14.800001
41507;0.013888889;9.806328;0;0;0.042842;0.201919;0.021382;0.231267;316.124695;341.495209;0.802;70.011665;99.579666;16.58017;18.899998;17.800001;14.800001
41507;0.020833333;9.240034;0;0;0.201845;0.01104;0.304333;0.23731;317.291412;342.789124;0.719;143.085007;99.754013;16.478668;18.899998;17.800001;14.800001
41507;0.027777778;9.0405;0;0;0.065667;0.000667;0.164833;0.123667;318.332764;343.711395;0.671167;141.964996;100;16.387171;18.899998;17.800001;14.800001
41507;0.034722222;9.070499;0;0;0.098437;0.005167;0.286569;0.063511;319.196594;343.566803;0.612;141.078201;100;16.299671;18.899998;17.800001;14.800001
41507;0.041666667;9.466189;0;0;0.124588;0.332432;0.238407;0.051116;320.527496;343.322784;0.6385;89.244965;100;16.199999;18.899998;17.800001;14.800001
41507;0.048611111;9.4415;0;0;0.125322;0.324092;0.009833;0.22781;321.742889;343.076874;0.901666;71.448334;100;16.113501;18.899998;17.800001;14.800001
41507;0.055555556;8.800165;0;0;0.003;0.066833;0.008167;0.0225;324.151794;342.968994;1.037;75.360016;100;16.039501;18.899998;17.800001;14.800001
41507;0.0625;8.815501;0;0;0.07542;0.147311;0.025034;0.199563;322.550201;342.540314;0.844667;65.001686;100;15.9745;18.899998;17.800001;14.800001
41507;0.069444444;8.704332;0;0;0.014;0.050333;0.008667;0.061833;322.133698;341.346619;0.795167;58.321678;100;15.9;18.899998;17.800001;14.800001
41507;0.076388889;8.526167;0;0;0.0535;0.037833;0.3005;0.1325;322.148499;340.909607;0.508833;64.990005;100;15.812001;18.899998;17.800001;14.800001
